gp1,gp2,gp3,gp4,gp5,gp6,gp7,group
-0.23213555361612925,-0.07454213937839911,0.10617059891107021,0.28941441441441457,0.06129722024233804,0.5373753396871628,-0.41014278680453004,-1.0
-0.07771096267719454,-0.036972709815352306,0.26406533575317626,0.10641891891891896,0.03207412687099067,0.4438882315463731,-0.21516494337764677,-1.0
-0.10231787637301931,-0.01895456712547701,0.4655172413793106,0.10698198198198221,0.13613684960798306,0.8788178236617301,-0.21565731166912852,-1.0
0.0,0.0,0.514519056261343,0.0,0.1119030648610121,0.547387171852449,-0.13540128015755773,-1.0
-0.07906948921230056,-0.03566079599012288,0.28039927404718634,0.08277027027027041,0.06200997861724886,0.6023872368643461,-0.25898572131954706,-1.0
-0.1107759077114874,-0.02227569650261018,0.4373865698729576,0.10810810810810821,0.12401995723449742,0.41866361544162584,-0.23732151649433803,-1.0
-0.1744956168376935,-0.006698109856095175,0.6479128856624313,0.13119369369369352,0.23022095509622226,0.3682143832321315,-0.30182176267848343,-1.0
-0.07590332697040938,-0.047335039799578885,0.1588021778584389,0.15822072072072058,0.0,0.5315242689412162,-0.2806499261447566,-1.0
-0.2266790494355671,-0.028111125375792675,0.5063520871143373,0.18975225225225212,0.24590163934426235,0.43777711321171775,-0.24273756770063995,-1.0
-0.30225310623800683,-0.0125748835433373,0.7068965517241379,0.14695945945945954,0.35352815395580883,0.5341247448283036,-0.1944854751354012,-1.0
-0.3101853103728378,-0.022148275997340178,0.6397459165154268,0.18299549549549562,0.3022095509622237,0.6134392593844673,-0.2161496799606107,-1.0
-0.3854636940675142,-0.02125875648813691,0.6969147005444647,0.23704954954954974,0.35495367070563083,0.5077299145743671,-0.28163466272772053,-1.0
-0.3187312587633331,-0.0541068931083632,0.36297640653357477,0.2877252252252253,0.20028510334996438,0.33037745907501076,-0.3505662235352044,-1.0
-0.2866188520642183,-0.0018225578817139265,0.8012704174228672,0.0979729729729732,0.37419814682822505,0.2682260853736234,-0.153126538650911,-1.0
-0.26941831529958754,-0.03566635610246159,0.4791288566243192,0.18018018018018037,0.2558802565930149,0.6120089976465694,-0.25898572131954706,-1.0
-0.2718940152538568,0.0011912654461418148,0.8130671506352091,0.04786036036036034,0.3599429793300069,0.1995735219545177,-0.11127523387493858,-1.0
-0.08456911436461376,-0.007371959119570351,0.5435571687840288,0.06193693693693712,0.128296507483963,0.4272451858690141,-0.15214180206794703,-1.0
-0.2868490061600921,-0.010217017128096362,0.7196007259528127,0.15990990990990983,0.3285816108339274,1.0,-0.23682914820285583,-1.0
-0.2730447857332267,-0.04078103078577071,0.4410163339382939,0.1717342342342341,0.2352102637205987,0.4100820450142377,-0.23732151649433803,-1.0
-0.22206644360654296,-0.012459795276588512,0.6370235934664242,0.13400900900900878,0.2501781895937276,0.37263519224018,-0.17282127031019215,-1.0
-0.11092934377540364,-0.027872002666865313,0.39019963702359295,0.13569819819819803,0.11760513186029935,0.46287170552211065,-0.23830625307730197,-1.0
-0.3566932837143444,-0.014575152919810958,0.7277676950998182,0.18975225225225212,0.429080541696365,0.9816666449960343,-0.26440177252584945,-1.0
-0.19972747380925143,-0.03690452647500225,0.3992740471869323,0.15540540540540532,0.1468282252316464,0.3683444070264859,-0.25849335302806487,-1.0
-0.249631763488523,-0.02605161883439909,0.5471869328493641,0.19369369369369388,0.2451888809693515,0.6334629237150399,-0.26784835056622347,-1.0
